category,SDR,GHG,index,value
stored,0.03,CH4,62,0.0
stored,0.03,CH4,63,0.0
stored,0.03,CH4,64,0.0
stored,0.03,CH4,65,0.0
stored,0.03,CH4,66,0.0
stored,0.03,CH4,67,0.0
stored,0.03,CH4,68,0.0
stored,0.03,CH4,69,0.0
stored,0.03,N2O,1,0.0
stored,0.03,N2O,2,0.0
stored,0.03,N2O,3,0.0
stored,0.03,N2O,4,0.0
stored,0.03,N2O,5,0.0
stored,0.03,N2O,6,0.0
stored,0.03,N2O,7,0.0
stored,0.03,N2O,8,0.0
stored,0.03,N2O,9,0.0
stored,0.03,N2O,10,0.0
stored,0.03,N2O,11,0.0
stored,0.03,N2O,12,0.0
stored,0.03,N2O,13,0.0
stored,0.03,N2O,14,0.0
stored,0.03,N2O,15,0.0
stored,0.03,N2O,16,0.0
stored,0.03,N2O,17,0.0
stored,0.03,N2O,18,0.0
stored,0.03,N2O,19,0.0
stored,0.03,N2O,20,0.0
stored,0.03,N2O,21,0.0
stored,0.03,N2O,22,0.0
stored,0.03,N2O,23,0.0
stored,0.03,N2O,24,0.0
stored,0.03,N2O,25,0.0
stored,0.03,N2O,26,0.0
stored,0.03,N2O,27,0.0
stored,0.03,N2O,28,0.0
stored,0.03,N2O,29,0.0
stored,0.03,N2O,30,0.0
stored,0.03,N2O,31,0.0
stored,0.03,N2O,32,0.0
stored,0.03,N2O,33,0.0
stored,0.03,N2O,34,0.0
stored,0.03,N2O,35,0.0
stored,0.03,N2O,36,0.0
stored,0.03,N2O,37,0.0
stored,0.03,N2O,38,0.0
stored,0.03,N2O,39,0.0
stored,0.03,N2O,40,0.0
stored,0.03,N2O,41,0.0
stored,0.03,N2O,42,0.0
stored,0.03,N2O,43,0.0
stored,0.03,N2O,44,0.0
stored,0.03,N2O,45,0.0
stored,0.03,N2O,46,0.0
stored,0.03,N2O,47,0.0
stored,0.03,N2O,48,0.0
stored,0.03,N2O,49,0.0
stored,0.03,N2O,50,0.0
stored,0.03,N2O,51,0.0
stored,0.03,N2O,52,0.0
stored,0.03,N2O,53,0.0
stored,0.03,N2O,54,0.0
stored,0.03,N2O,55,0.0
stored,0.03,N2O,56,0.0
stored,0.03,N2O,57,0.0
stored,0.03,N2O,58,0.0
stored,0.03,N2O,59,0.0
stored,0.03,N2O,60,0.0
stored,0.03,N2O,61,0.0
stored,0.03,N2O,62,0.0
stored,0.03,N2O,63,0.0
stored,0.03,N2O,64,0.0
stored,0.03,N2O,65,0.0
stored,0.03,N2O,66,0.0
stored,0.03,N2O,67,0.0
stored,0.03,N2O,68,0.0
stored,0.03,N2O,69,0.0
stored,0.09,CO2,1,0.0
stored,0.09,CO2,2,-1589.9333853211008
stored,0.09,CO2,3,-1458.6544819459639
stored,0.09,CO2,4,-1338.215121051343
stored,0.09,CO2,5,-1227.7202945425163
stored,0.09,CO2,6,-1126.348894075703
stored,0.09,CO2,7,-1033.3476092437643
stored,0.09,CO2,8,-948.0253295814349
stored,0.09,CO2,9,-869.7480087903072
stored,0.09,CO2,10,-797.9339530186304
stored,0.09,CO2,11,-732.0494981822296
stored,0.09,CO2,12,-671.6050442038804
stored,0.09,CO2,13,-616.1514167008077
stored,0.09,CO2,14,-565.2765290833098
stored,0.09,CO2,15,-518.6023202599172
stored,0.09,CO2,16,-475.78194519258443
stored,0.09,CO2,17,-436.49719742438936
stored,0.09,CO2,18,-400.45614442604534
stored,0.09,CO2,19,-367.39095818903235
stored,0.09,CO2,20,-337.05592494406636
stored,0.09,CO2,21,-309.22561921473977
stored,0.09,CO2,22,-283.6932286373759
stored,0.09,CO2,23,-260.26901709851
stored,0.09,CO2,24,-238.77891476927522
stored,0.09,CO2,25,-219.06322455896805
stored,0.09,CO2,26,-200.97543537520005
stored,0.09,CO2,27,-184.38113337174315
stored,0.09,CO2,28,-169.15700309334233
stored,0.09,CO2,29,-155.18991109480945
stored,0.09,CO2,30,-142.37606522459583
stored,0.09,CO2,31,-130.62024332531726
stored,0.09,CO2,32,-119.8350856195571
stored,0.09,CO2,33,-109.94044552252946
stored,0.09,CO2,34,-100.86279405736647
stored,0.09,CO2,35,-92.53467344712519
stored,0.09,CO2,36,-84.89419582305061
stored,0.09,CO2,37,-77.88458332389965
stored,0.09,CO2,38,-71.45374616871527
stored,0.09,CO2,39,-65.55389556762867
stored,0.09,CO2,40,-60.14118859415475
stored,0.09,CO2,41,-55.17540237995849
stored,0.09,CO2,42,-50.61963521097108
stored,0.09,CO2,43,-46.44003230364319
stored,0.09,CO2,44,-42.60553422352586
stored,0.09,CO2,45,-39.08764607662923
stored,0.09,CO2,46,-35.86022575837543
stored,0.09,CO2,47,-32.89928968658296
stored,0.09,CO2,48,-30.18283457484675
stored,0.09,CO2,49,-27.690673921877757
stored,0.09,CO2,50,-25.40428800172271
stored,0.09,CO2,51,-23.306686240112573
stored,0.09,CO2,52,0.0
stored,0.09,CO2,53,0.0
stored,0.09,CO2,54,0.0
stored,0.09,CO2,55,0.0
stored,0.09,CO2,56,0.0
stored,0.09,CO2,57,0.0
stored,0.09,CO2,58,0.0
stored,0.09,CO2,59,0.0
stored,0.09,CO2,60,0.0
stored,0.09,CO2,61,0.0
stored,0.09,CO2,62,0.0
stored,0.09,CO2,63,0.0
stored,0.09,CO2,64,0.0
stored,0.09,CO2,65,0.0
stored,0.09,CO2,66,0.0
stored,0.09,CO2,67,0.0
stored,0.09,CO2,68,0.0
stored,0.09,CO2,69,0.0
stored,0.09,CH4,1,0.0
stored,0.09,CH4,2,0.0
stored,0.09,CH4,3,0.0
stored,0.09,CH4,4,0.0
stored,0.09,CH4,5,0.0
stored,0.09,CH4,6,0.0
stored,0.09,CH4,7,0.0
stored,0.09,CH4,8,0.0
stored,0.09,CH4,9,0.0
stored,0.09,CH4,10,0.0
stored,0.09,CH4,11,0.0
stored,0.09,CH4,12,0.0
stored,0.09,CH4,13,0.0
stored,0.09,CH4,14,0.0
stored,0.09,CH4,15,0.0
stored,0.09,CH4,16,0.0
stored,0.09,CH4,17,0.0
stored,0.09,CH4,18,0.0
stored,0.09,CH4,19,0.0
stored,0.09,CH4,20,0.0
stored,0.09,CH4,21,0.0
stored,0.09,CH4,22,0.0
stored,0.09,CH4,23,0.0
stored,0.09,CH4,24,0.0
stored,0.09,CH4,25,0.0
stored,0.09,CH4,26,0.0
stored,0.09,CH4,27,0.0
stored,0.09,CH4,28,0.0
stored,0.09,CH4,29,0.0
stored,0.09,CH4,30,0.0
stored,0.09,CH4,31,0.0
stored,0.09,CH4,32,0.0
stored,0.09,CH4,33,0.0
stored,0.09,CH4,34,0.0
stored,0.09,CH4,35,0.0
stored,0.09,CH4,36,0.0
stored,0.09,CH4,37,0.0
stored,0.09,CH4,38,0.0
stored,0.09,CH4,39,0.0
stored,0.09,CH4,40,0.0
stored,0.09,CH4,41,0.0
stored,0.09,CH4,42,0.0
stored,0.09,CH4,43,0.0
stored,0.09,CH4,44,0.0
stored,0.09,CH4,45,0.0
stored,0.09,CH4,46,0.0
stored,0.09,CH4,47,0.0
stored,0.09,CH4,48,0.0
stored,0.09,CH4,49,0.0
stored,0.09,CH4,50,0.0
stored,0.09,CH4,51,0.0
stored,0.09,CH4,52,0.0
stored,0.09,CH4,53,0.0
stored,0.09,CH4,54,0.0
stored,0.09,CH4,55,0.0
stored,0.09,CH4,56,0.0
stored,0.09,CH4,57,0.0
stored,0.09,CH4,58,0.0
stored,0.09,CH4,59,0.0
stored,0.09,CH4,60,0.0
stored,0.09,CH4,61,0.0
stored,0.09,CH4,62,0.0
stored,0.09,CH4,63,0.0
stored,0.09,CH4,64,0.0
stored,0.09,CH4,65,0.0
stored,0.09,CH4,66,0.0
stored,0.09,CH4,67,0.0
stored,0.09,CH4,68,0.0
stored,0.09,CH4,69,0.0
stored,0.09,N2O,1,0.0
stored,0.09,N2O,2,0.0
stored,0.09,N2O,3,0.0
stored,0.09,N2O,4,0.0
stored,0.09,N2O,5,0.0
stored,0.09,N2O,6,0.0
stored,0.09,N2O,7,0.0
stored,0.09,N2O,8,0.0
stored,0.09,N2O,9,0.0
stored,0.09,N2O,10,0.0
stored,0.09,N2O,11,0.0
stored,0.09,N2O,12,0.0
stored,0.09,N2O,13,0.0
stored,0.09,N2O,14,0.0
stored,0.09,N2O,15,0.0
stored,0.09,N2O,16,0.0
stored,0.09,N2O,17,0.0
stored,0.09,N2O,18,0.0
stored,0.09,N2O,19,0.0
stored,0.09,N2O,20,0.0
stored,0.09,N2O,21,0.0
stored,0.09,N2O,22,0.0
stored,0.09,N2O,23,0.0
stored,0.09,N2O,24,0.0
stored,0.09,N2O,25,0.0
stored,0.09,N2O,26,0.0
stored,0.09,N2O,27,0.0
stored,0.09,N2O,28,0.0
stored,0.09,N2O,29,0.0
stored,0.09,N2O,30,0.0
stored,0.09,N2O,31,0.0
stored,0.09,N2O,32,0.0
stored,0.09,N2O,33,0.0
stored,0.09,N2O,34,0.0
stored,0.09,N2O,35,0.0
stored,0.09,N2O,36,0.0
stored,0.09,N2O,37,0.0
stored,0.09,N2O,38,0.0
stored,0.09,N2O,39,0.0
stored,0.09,N2O,40,0.0
stored,0.09,N2O,41,0.0
stored,0.09,N2O,42,0.0
stored,0.09,N2O,43,0.0
stored,0.09,N2O,44,0.0
stored,0.09,N2O,45,0.0
stored,0.09,N2O,46,0.0
stored,0.09,N2O,47,0.0
stored,0.09,N2O,48,0.0
stored,0.09,N2O,49,0.0
stored,0.09,N2O,50,0.0
stored,0.09,N2O,51,0.0
stored,0.09,N2O,52,0.0
stored,0.09,N2O,53,0.0
stored,0.09,N2O,54,0.0
stored,0.09,N2O,55,0.0
stored,0.09,N2O,56,0.0
stored,0.09,N2O,57,0.0
stored,0.09,N2O,58,0.0
stored,0.09,N2O,59,0.0
stored,0.09,N2O,60,0.0
stored,0.09,N2O,61,0.0
stored,0.09,N2O,62,0.0
stored,0.09,N2O,63,0.0
stored,0.09,N2O,64,0.0
stored,0.09,N2O,65,0.0
stored,0.09,N2O,66,0.0
stored,0.09,N2O,67,0.0
stored,0.09,N2O,68,0.0
stored,0.09,N2O,69,0.0
net,0.0,CO2,1,85.18884
net,0.0,CO2,2,-1643.67989
net,0.0,CO2,3,-1643.67989
net,0.0,CO2,4,-1643.67989
net,0.0,CO2,5,-1643.67989
net,0.0,CO2,6,-1643.67989
net,0.0,CO2,7,-1643.67989
net,0.0,CO2,8,-1643.67989
net,0.0,CO2,9,-1643.53133
net,0.0,CO2,10,-1643.67989
net,0.0,CO2,11,-1643.67989
net,0.0,CO2,12,-1643.67989
net,0.0,CO2,13,-1643.67989
net,0.0,CO2,14,-1643.67989
net,0.0,CO2,15,-1643.67989
net,0.0,CO2,16,-1643.67989
net,0.0,CO2,17,-1635.08598
net,0.0,CO2,18,-1643.67989
net,0.0,CO2,19,-1643.67989
net,0.0,CO2,20,-1475.64143
net,0.0,CO2,21,-1475.64143
net,0.0,CO2,22,-1475.64143
net,0.0,CO2,23,-1475.64143
net,0.0,CO2,24,-1475.64143
net,0.0,CO2,25,-1475.49287
net,0.0,CO2,26,-1475.64143
net,0.0,CO2,27,-1454.85468
net,0.0,CO2,28,-1475.64143
net,0.0,CO2,29,-1475.64143
net,0.0,CO2,30,-1475.64143
net,0.0,CO2,31,-1475.64143
net,0.0,CO2,32,-1475.64143
net,0.0,CO2,33,-1475.49287
net,0.0,CO2,34,-1467.19609
net,0.0,CO2,35,-1475.64143
net,0.0,CO2,36,-1475.64143
net,0.0,CO2,37,-1475.64143
net,0.0,CO2,38,-1475.64143
net,0.0,CO2,39,-1475.64143
net,0.0,CO2,40,-1475.64143
net,0.0,CO2,41,-1475.49287
net,0.0,CO2,42,-1475.49287
net,0.0,CO2,43,-1475.64143
net,0.0,CO2,44,-1475.64143
net,0.0,CO2,45,-1475.64143
net,0.0,CO2,46,-1475.64143
net,0.0,CO2,47,-1475.64143
net,0.0,CO2,48,-1475.64143
net,0.0,CO2,49,-1475.64143
net,0.0,CO2,50,-1475.64143
net,0.0,CO2,51,-1475.64143
net,0.0,CO2,52,179.55078
net,0.0,CO2,53,168.03846
net,0.0,CO2,54,168.03846
net,0.0,CO2,55,168.03846
net,0.0,CO2,56,168.03846
net,0.0,CO2,57,168.03846
net,0.0,CO2,58,168.03846
net,0.0,CO2,59,168.03846
net,0.0,CO2,60,168.03846
net,0.0,CO2,61,168.03846
net,0.0,CO2,62,168.03846
net,0.0,CO2,63,168.03846
net,0.0,CO2,64,168.03846
net,0.0,CO2,65,168.03846
net,0.0,CO2,66,168.03846
net,0.0,CO2,67,168.03846
net,0.0,CO2,68,168.03846
net,0.0,CO2,69,168.03846
net,0.0,CH4,1,0.17143
net,0.0,CH4,2,0.0158
net,0.0,CH4,3,0.0158
net,0.0,CH4,4,0.0158
net,0.0,CH4,5,0.0158
net,0.0,CH4,6,0.0158
net,0.0,CH4,7,0.0158
net,0.0,CH4,8,0.0158
net,0.0,CH4,9,0.01629
net,0.0,CH4,10,0.0158
net,0.0,CH4,11,0.0158
net,0.0,CH4,12,0.0158
net,0.0,CH4,13,0.0158
net,0.0,CH4,14,0.0158
net,0.0,CH4,15,0.0158
net,0.0,CH4,16,0.0158
net,0.0,CH4,17,0.04425
net,0.0,CH4,18,0.0158
net,0.0,CH4,19,0.0158
net,0.0,CH4,20,0.05752
net,0.0,CH4,21,0.05752
net,0.0,CH4,22,0.05752
net,0.0,CH4,23,0.05752
net,0.0,CH4,24,0.05752
net,0.0,CH4,25,0.05801
net,0.0,CH4,26,0.05752
net,0.0,CH4,27,0.12633
net,0.0,CH4,28,0.05752
net,0.0,CH4,29,0.05752
net,0.0,CH4,30,0.05752
net,0.0,CH4,31,0.05752
net,0.0,CH4,32,0.05752
net,0.0,CH4,33,0.05801
net,0.0,CH4,34,0.08548
net,0.0,CH4,35,0.05752
net,0.0,CH4,36,0.05752
net,0.0,CH4,37,0.05752
net,0.0,CH4,38,0.05752
net,0.0,CH4,39,0.05752
net,0.0,CH4,40,0.05752
net,0.0,CH4,41,0.05801
net,0.0,CH4,42,0.05752
net,0.0,CH4,43,0.05752
net,0.0,CH4,44,0.05752
net,0.0,CH4,45,0.05752
net,0.0,CH4,46,0.05752
net,0.0,CH4,47,0.05752
net,0.0,CH4,48,0.05752
net,0.0,CH4,49,0.05752
net,0.0,CH4,50,0.05752
net,0.0,CH4,51,0.05752
net,0.0,CH4,52,0.04469
net,0.0,CH4,53,0.04172
net,0.0,CH4,54,0.04172
net,0.0,CH4,55,0.04172
net,0.0,CH4,56,0.04172
net,0.0,CH4,57,0.04172
net,0.0,CH4,58,0.04172
net,0.0,CH4,59,0.04172
net,0.0,CH4,60,0.04172
net,0.0,CH4,61,0.04172
net,0.0,CH4,62,0.04172
net,0.0,CH4,63,0.04172
net,0.0,CH4,64,0.04172
net,0.0,CH4,65,0.04172
net,0.0,CH4,66,0.04172
net,0.0,CH4,67,0.04172
net,0.0,CH4,68,0.04172
net,0.0,CH4,69,0.04172
net,0.0,N2O,1,0.0003
net,0.0,N2O,2,0.00254
net,0.0,N2O,3,0.00254
net,0.0,N2O,4,0.00254
net,0.0,N2O,5,0.00254
net,0.0,N2O,6,0.00254
net,0.0,N2O,7,0.00254
net,0.0,N2O,8,0.00254
net,0.0,N2O,9,0.00254
net,0.0,N2O,10,0.00254
net,0.0,N2O,11,0.00254
net,0.0,N2O,12,0.00254
net,0.0,N2O,13,0.00254
net,0.0,N2O,14,0.00254
net,0.0,N2O,15,0.00254
net,0.0,N2O,16,0.00254
net,0.0,N2O,17,0.00255
net,0.0,N2O,18,0.00254
net,0.0,N2O,19,0.00254
net,0.0,N2O,20,0.00924
net,0.0,N2O,21,0.00924
net,0.0,N2O,22,0.00924
net,0.0,N2O,23,0.00924
net,0.0,N2O,24,0.00924
net,0.0,N2O,25,0.00924
net,0.0,N2O,26,0.00924
net,0.0,N2O,27,0.00927
net,0.0,N2O,28,0.00924
net,0.0,N2O,29,0.00924
net,0.0,N2O,30,0.00924
net,0.0,N2O,31,0.00924
net,0.0,N2O,32,0.00924
net,0.0,N2O,33,0.00924
net,0.0,N2O,34,0.00925
net,0.0,N2O,35,0.00924
net,0.0,N2O,36,0.00924
net,0.0,N2O,37,0.00924
net,0.0,N2O,38,0.00924
net,0.0,N2O,39,0.00924
net,0.0,N2O,40,0.00924
net,0.0,N2O,41,0.00924
net,0.0,N2O,42,0.00924
net,0.0,N2O,43,0.00924
net,0.0,N2O,44,0.00924
net,0.0,N2O,45,0.00924
net,0.0,N2O,46,0.00924
net,0.0,N2O,47,0.00924
net,0.0,N2O,48,0.00924
net,0.0,N2O,49,0.00924
net,0.0,N2O,50,0.00924
net,0.0,N2O,51,0.00924
net,0.0,N2O,52,0.00718
net,0.0,N2O,53,0.00671
net,0.0,N2O,54,0.00671
net,0.0,N2O,55,0.00671
net,0.0,N2O,56,0.00671
net,0.0,N2O,57,0.00671
net,0.0,N2O,58,0.00671
net,0.0,N2O,59,0.00671
net,0.0,N2O,60,0.00671
net,0.0,N2O,61,0.00671
net,0.0,N2O,62,0.00671
net,0.0,N2O,63,0.00671
net,0.0,N2O,64,0.00671
net,0.0,N2O,65,0.00671
net,0.0,N2O,66,0.00671
net,0.0,N2O,67,0.00671
net,0.0,N2O,68,0.00671
net,0.0,N2O,69,0.00671
net,-0.03,CO2,1,85.18884
net,-0.03,CO2,2,-1694.515350515464
net,-0.03,CO2,3,-1746.9230417685196
net,-0.03,CO2,4,-1800.951589452082
net,-0.03,CO2,5,-1856.651123146476
net,-0.03,CO2,6,-1914.073322831419
net,-0.03,CO2,7,-1973.2714668365147
net,-0.03,CO2,8,-2034.3004812747574
net,-0.03,CO2,9,-2097.027439159634
net,-0.03,CO2,10,-2162.0793721700043
net,-0.03,CO2,11,-2228.9478063608294
net,-0.03,CO2,12,-2297.8843364544637
net,-0.03,CO2,13,-2368.9529241798596
net,-0.03,CO2,14,-2442.2195094637727
net,-0.03,CO2,15,-2517.7520716121367
net,-0.03,CO2,16,-2595.620692383646
net,-0.03,CO2,17,-2661.9068047583505
net,-0.03,CO2,18,-2758.657341251617
net,-0.03,CO2,19,-2843.9766404655843
net,-0.03,CO2,20,-2632.1939639832112
net,-0.03,CO2,21,-2713.6020247249603
net,-0.03,CO2,22,-2797.527860541196
net,-0.03,CO2,23,-2884.0493407641197
net,-0.03,CO2,24,-2973.246743055794
net,-0.03,CO2,25,-3064.894239015319
net,-0.03,CO2,26,-3160.002915353166
net,-0.03,CO2,27,-3211.8446003408426
net,-0.03,CO2,28,-3358.489653898572
net,-0.03,CO2,29,-3462.360467936672
net,-0.03,CO2,30,-3569.4437813780128
net,-0.03,CO2,31,-3679.8389498742395
net,-0.03,CO2,32,-3793.6484019322056
net,-0.03,CO2,33,-3910.5839967999923
net,-0.03,CO2,34,-4008.860372615779
net,-0.03,CO2,35,-4156.634853810956
net,-0.03,CO2,36,-4285.190570939129
net,-0.03,CO2,37,-4417.722238081577
net,-0.03,CO2,38,-4554.352822764513
net,-0.03,CO2,39,-4695.209095633518
net,-0.03,CO2,40,-4840.4217480757925
net,-0.03,CO2,41,-4989.623133273726
net,-0.03,CO2,42,-5143.941374508996
net,-0.03,CO2,43,-5303.566280667657
net,-0.03,CO2,44,-5467.594103781091
net,-0.03,CO2,45,-5636.694952351639
net,-0.03,CO2,46,-5811.025724073855
net,-0.03,CO2,47,-5990.748169148304
net,-0.03,CO2,48,-6176.029040359077
net,-0.03,CO2,49,-6367.040247792862
net,-0.03,CO2,50,-6563.959018343158
net,-0.03,CO2,51,-6766.968060147586
net,-0.03,CO2,52,848.8458867544709
net,-0.03,CO2,53,818.9898339195489
net,-0.03,CO2,54,844.319416411906
net,-0.03,CO2,55,870.4323880535114
net,-0.03,CO2,56,897.3529773747541
net,-0.03,CO2,57,925.1061622420144
net,-0.03,CO2,58,953.7176930330048
net,-0.03,CO2,59,983.2141165288709
net,-0.03,CO2,60,1013.6228005452278
net,-0.03,CO2,61,1044.971959324977
net,-0.03,CO2,62,1077.2906797164712
net,-0.03,CO2,63,1110.6089481613105
net,-0.03,CO2,64,1144.957678516815
net,-0.03,CO2,65,1180.3687407389846
net,-0.03,CO2,66,1216.8749904525616
net,-0.03,CO2,67,1254.5102994356305
net,-0.03,CO2,68,1293.3095870470418
net,-0.03,CO2,69,1333.3088526258161
net,-0.03,CH4,1,0.17143
net,-0.03,CH4,2,0.016288659793814435
net,-0.03,CH4,3,0.016792432777128285
net,-0.03,CH4,4,0.01731178636817349
net,-0.03,CH4,5,0.017847202441415966
net,-0.03,CH4,6,0.01839917777465564
net,-0.03,CH4,7,0.01896822450995427
net,-0.03,CH4,8,0.019554870628818836
net,-0.03,CH4,9,0.020784865101361003
net,-0.03,CH4,10,0.020783155094929142
net,-0.03,CH4,11,0.021425933087555818
net,-0.03,CH4,12,0.02208859081191322
net,-0.03,CH4,13,0.022771743105065176
net,-0.03,CH4,14,0.023476023819654822
net,-0.03,CH4,15,0.02420208641201528
net,-0.03,CH4,16,0.02495060454846936
net,-0.03,CH4,17,0.0720386435645158
net,-0.03,CH4,18,0.02651780693853689
net,-0.03,CH4,19,0.02733794529746071
net,-0.03,CH4,20,0.10260202358801644
net,-0.03,CH4,21,0.1057752820495015
net,-0.03,CH4,22,0.10904668252525927
net,-0.03,CH4,23,0.11241926033531884
net,-0.03,CH4,24,0.11589614467558647
net,-0.03,CH4,25,0.12049838967048253
net,-0.03,CH4,26,0.12317583661981768
net,-0.03,CH4,27,0.2788954346705326
net,-0.03,CH4,28,0.13091278203828005
net,-0.03,CH4,29,0.13496163096729902
net,-0.03,CH4,30,0.13913570202814332
net,-0.03,CH4,31,0.14343886807025083
net,-0.03,CH4,32,0.1478751217219081
net,-0.03,CH4,33,0.15374725440345066
net,-0.03,CH4,34,0.2335593633235465
net,-0.03,CH4,35,0.1620242098998306
net,-0.03,CH4,36,0.1670352679379697
net,-0.03,CH4,37,0.17220130715254608
net,-0.03,CH4,38,0.17752712077582072
net,-0.03,CH4,39,0.18301765028435124
net,-0.03,CH4,40,0.1886779899838673
net,-0.03,CH4,41,0.19617040776429429
net,-0.03,CH4,42,0.2005292698308718
net,-0.03,CH4,43,0.20673120601120806
net,-0.03,CH4,44,0.21312495465073
net,-0.03,CH4,45,0.21971644809353605
net,-0.03,CH4,46,0.2265118021582846
net,-0.03,CH4,47,0.23351732181266455
net,-0.03,CH4,48,0.24073950702336552
net,-0.03,CH4,49,0.24818505878697475
net,-0.03,CH4,50,0.2558608853473967
net,-0.03,CH4,51,0.2637741086055636
net,-0.03,CH4,52,0.2112768470237629
net,-0.03,CH4,53,0.2033359260202907
net,-0.03,CH4,54,0.20962466600029972
net,-0.03,CH4,55,0.21610790309309252
net,-0.03,CH4,56,0.22279165267329126
net,-0.03,CH4,57,0.2296821161580322
net,-0.03,CH4,58,0.23678568676085798
net,-0.03,CH4,59,0.24410895542356495
net,-0.03,CH4,60,0.25165871693151026
net,-0.03,CH4,61,0.25944197621805176
net,-0.03,CH4,62,0.2674659548639709
net,-0.03,CH4,63,0.2757380977979082
net,-0.03,CH4,64,0.28426608020402905
net,-0.03,CH4,65,0.2930578146433289
net,-0.03,CH4,66,0.3021214583951845
net,-0.03,CH4,67,0.3114654210259634
net,-0.03,CH4,68,0.32109837219171483
net,-0.03,CH4,69,0.3310292496821802
net,-0.03,N2O,1,0.0003
net,-0.03,N2O,2,0.0026185567010309284
net,-0.03,N2O,3,0.0026995429907535344
net,-0.03,N2O,4,0.002783034011086118
net,-0.03,N2O,5,0.0028691072279238327
net,-0.03,N2O,6,0.002957842503014261
net,-0.03,N2O,7,0.003049322168055939
net,-0.03,N2O,8,0.003143631101088597
net,-0.03,N2O,9,0.0032408568052459765
net,-0.03,N2O,10,0.0033410894899443054
net,-0.03,N2O,11,0.0034444221545817584
net,-0.03,N2O,12,0.003550950674826555
net,-0.03,N2O,13,0.0036607738915737684
net,-0.03,N2O,14,0.0037739937026533697
net,-0.03,N2O,15,0.003890715157374608
net,-0.03,N2O,16,0.004011046553994441
net,-0.03,N2O,17,0.004151379459650063
net,-0.03,N2O,18,0.0042629892167015
net,-0.03,N2O,19,0.004394834244022165
net,-0.03,N2O,20,0.01648196623701794
net,-0.03,N2O,21,0.016991717770121588
net,-0.03,N2O,22,0.01751723481455834
net,-0.03,N2O,23,0.018059004963462206
net,-0.03,N2O,24,0.01861753089016723
net,-0.03,N2O,25,0.019193330814605388
net,-0.03,N2O,26,0.019786938984129265
net,-0.03,N2O,27,0.02046513638404051
net,-0.03,N2O,28,0.02102980017443859
net,-0.03,N2O,29,0.021680206365400606
net,-0.03,N2O,30,0.022350728211753202
net,-0.03,N2O,31,0.02304198784716825
net,-0.03,N2O,32,0.023754626646565205
net,-0.03,N2O,33,0.024489305821201242
net,-0.03,N2O,34,0.025274030308175068
net,-0.03,N2O,35,0.02602753302285179
net,-0.03,N2O,36,0.026832508270981225
net,-0.03,N2O,37,0.027662379660805387
net,-0.03,N2O,38,0.02851791717608803
net,-0.03,N2O,39,0.02939991461452374
net,-0.03,N2O,40,0.030309190324251282
net,-0.03,N2O,41,0.03124658796314565
net,-0.03,N2O,42,0.032212977281593454
net,-0.03,N2O,43,0.03320925492947779
net,-0.03,N2O,44,0.03423634528812144
net,-0.03,N2O,45,0.03529520132796024
net,-0.03,N2O,46,0.036386805492742515
net,-0.03,N2O,47,0.037512170611074765
net,-0.03,N2O,48,0.03867234083615955
net,-0.03,N2O,49,0.03986839261459747
net,-0.03,N2O,50,0.04110143568515204
net,-0.03,N2O,51,0.042372614108404164
net,-0.03,N2O,52,0.03394423275074105
net,-0.03,N2O,53,0.03270335722905443
net,-0.03,N2O,54,0.03371480126706642
net,-0.03,N2O,55,0.03475752707944992
net,-0.03,N2O,56,0.03583250214376281
net,-0.03,N2O,57,0.03694072385954928
net,-0.03,N2O,58,0.038083220473762155
net,-0.03,N2O,59,0.03926105203480634
net,-0.03,N2O,60,0.040475311376089014
net,-0.03,N2O,61,0.041727125129988676
net,-0.03,N2O,62,0.0430176547731842
net,-0.03,N2O,63,0.04434809770431361
net,-0.03,N2O,64,0.045719688354962484
net,-0.03,N2O,65,0.04713369933501287
net,-0.03,N2O,66,0.04859144261341534
net,-0.03,N2O,67,0.050094270735479736
net,-0.03,N2O,68,0.05164357807781415
net,-0.03,N2O,69,0.053240802142076445
net,-0.01,CO2,1,85.18884
net,-0.01,CO2,2,-1660.2827171717172
net,-0.01,CO2,3,-1677.053249668401
net,-0.01,CO2,4,-1693.9931814832335
net,-0.01,CO2,5,-1711.104223720438
net,-0.01,CO2,6,-1728.388104768119
net,-0.01,CO2,7,-1745.8465704728474
net,-0.01,CO2,8,-1763.4813843160077
net,-0.01,CO2,9,-1781.133329646453
net,-0.01,CO2,10,-1799.287199587805
net,-0.01,CO2,11,-1817.4618177654597
net,-0.01,CO2,12,-1835.8200179449084
net,-0.01,CO2,13,-1854.3636544898068
net,-0.01,CO2,14,-1873.0946004947546
net,-0.01,CO2,15,-1892.0147479744994
net,-0.01,CO2,16,-1911.12600805505
net,-0.01,CO2,17,-1920.3371388547782
net,-0.01,CO2,18,-1949.9296072391082
net,-0.01,CO2,19,-1969.625865898089
net,-0.01,CO2,20,-1786.1262064748455
net,-0.01,CO2,21,-1804.1678853281267
net,-0.01,CO2,22,-1822.3918033617442
net,-0.01,CO2,23,-1840.799801375499
net,-0.01,CO2,24,-1859.3937387631304
net,-0.01,CO2,25,-1877.9864086380896
net,-0.01,CO2,26,-1897.1469633334664
net,-0.01,CO2,27,-1889.315797336015
net,-0.01,CO2,28,-1935.6667312860593
net,-0.01,CO2,29,-1955.2189204909687
net,-0.01,CO2,30,-1974.9686065565345
net,-0.01,CO2,31,-1994.9177844005396
net,-0.01,CO2,32,-2015.068469091454
